Selection,Begin_Time,End_Time,Low_Freq,High_Freq,Begin_File,Center_Freq,Peak_Freq,Call_type
68,1656.931806,1658.014743,721.311,6786.2,134529059.180727014502_+20dB.wav,890.625,843.75,pulse.flat.seg
69,1660.602855,1664.394014,3985.56,4502.732,134529059.180727014502_+20dB.wav,4335.938,4359.375,trill
70,1660.656433,1661.318205,292.683,3782.837,134529059.180727014502_+20dB.wav,867.188,890.625,dws.seg
71,1677.390655,1677.647926,441.331,1137.9,134529059.180727014502_+20dB.wav,703.125,679.688,dws
72,1677.772853,1678.340657,252.189,2774.081,134529059.180727014502_+20dB.wav,843.75,867.188,dws
73,1678.158179,1679.084353,1218.914,1986.2,134529059.180727014502_+20dB.wav,1593.75,1312.5,modws
74,1680.38698,1680.844531,3227.437,3963.899,134529059.180727014502_+20dB.wav,3703.125,3726.562,dottrill
75,1681.718216,1682.298349,1289.617,4524.59,134529059.180727014502_+20dB.wav,2953.125,2953.125,pulse.flat
76,1683.235225,1683.591493,1513.135,1723.292,134529059.180727014502_+20dB.wav,1617.188,1617.188,flatws
77,1686.726398,1687.346311,252.189,2458.844,134529059.180727014502_+20dB.wav,867.188,890.625,dws
78,1686.790069,1687.181193,735.552,966.725,134529059.180727014502_+20dB.wav,867.188,890.625,flatws
79,1689.638298,1690.109961,227.6,2710.3,134529059.180727014502_+20dB.wav,867.188,867.188,dws
80,1690.1414,1692.222537,2841.53,5905.429,134529059.180727014502_+20dB.wav,3937.5,3890.625,dws
81,1694.716181,1695.833949,1311.475,4546.448,134529059.180727014502_+20dB.wav,2953.125,1476.562,pulse.flat
82,1700.724578,1701.809402,3344.262,7448.3,134529059.180727014502_+20dB.wav,4265.625,4101.562,dws.seg
83,1701.522117,1702.932817,3803.853,4875.657,134529059.180727014502_+20dB.wav,4101.562,4078.125,uws.seq
84,1709.671577,1710.718314,1333.333,4572.4,134529059.180727014502_+20dB.wav,2578.125,2203.125,pulse.flat
85,1734.557232,1735.741462,1377.049,4546.448,134529059.180727014502_+20dB.wav,2953.125,2953.125,pulse.flat
86,1742.950551,1744.395554,1355.191,4546.448,134529059.180727014502_+20dB.wav,2953.125,3750,pulse.flat
87,1748.62689,1750.189639,3534.709,6163.934,134529059.180727014502_+20dB.wav,4078.125,3914.062,uws.seq
88,1752.709062,1753.67929,4287.215,4665.499,134529059.180727014502_+20dB.wav,4476.562,4523.438,dottrill
89,1757.301291,1757.654101,4196.721,4947.189,134529059.180727014502_+20dB.wav,4617.188,4523.438,dws.seq
90,1811.606548,1812.829734,437.158,12000,134529059.180727020002_+20dB.wav,984.375,960.938,pulse.d.seg
91,1816.839333,1818.035589,695.06,11693.989,134529059.180727020002_+20dB.wav,2835.938,1031.25,pulse.flat.seg
92,1818.768763,1819.937688,735.945,11737.705,134529059.180727020002_+20dB.wav,1031.25,984.375,pulse.flat.seg
93,1825.453132,1826.627328,776.831,9682.31,134529059.180727020002_+20dB.wav,3046.875,984.375,pulse.flat.seg
94,1827.236476,1828.493361,327.869,12000,134529059.180727020002_+20dB.wav,4171.875,4171.875,pulse.flat.seg
95,1844.262398,1844.994465,349.727,12000,134529059.180727020002_+20dB.wav,3421.875,562.5,pulse.d.seg
96,1846.514454,1847.656579,1206.133,12000,134529059.180727020002_+20dB.wav,7593.75,8039.062,pulse.mod.seg
97,1869.260023,1869.414377,480.874,1836.066,134529059.180727020002_+20dB.wav,679.688,679.688,dws
98,1869.95369,1870.102531,524.59,1795.511,134529059.180727020002_+20dB.wav,843.75,750,dws
99,1870.400215,1870.571223,196.721,1323.993,134529059.180727020002_+20dB.wav,562.5,539.062,dws
100,1870.719949,1870.84674,502.732,1486.339,134529059.180727020002_+20dB.wav,679.688,656.25,dws
101,1872.913986,1873.06834,393.443,1008.757,134529059.180727020002_+20dB.wav,750,796.875,dws
102,1873.327435,1873.553454,218.579,1597.198,134529059.180727020002_+20dB.wav,679.688,445.312,dws
103,1875.036359,1875.182263,655.738,1398.625,134529059.180727020002_+20dB.wav,1031.25,1125,dws
104,1884.583868,1885.928956,786.885,9545.966,134529059.180727020002_+20dB.wav,2742.188,960.938,pulse.flat.seg
105,1887.103152,1888.486829,699.454,9568.48,134529059.180727020002_+20dB.wav,2226.562,937.5,pulse.flat.seg
106,1889.818166,1890.006878,393.443,1967.213,134529059.180727020002_+20dB.wav,750,750,dws
107,1891.424048,1891.651191,480.874,1429.072,134529059.180727020002_+20dB.wav,914.062,914.062,dws
108,1892.170423,1893.172056,393.443,12000,134529059.180727020002_+20dB.wav,4007.812,843.75,c.1
109,1895.532066,1895.702928,371.585,2048.78,134529059.180727020002_+20dB.wav,890.625,914.062,dws
110,1896.193585,1896.327657,492.308,2017.513,134529059.180727020002_+20dB.wav,1382.812,726.562,dws
111,1897.373293,1897.574383,338.462,1239.93,134529059.180727020002_+20dB.wav,820.312,773.438,dws
112,1897.753666,1897.946609,371.585,1092.82,134529059.180727020002_+20dB.wav,796.875,796.875,dws
113,1898.0734,1898.205704,393.443,1933.45,134529059.180727020002_+20dB.wav,773.438,703.125,dws
114,1912.320749,1913.872867,415.301,12000,134529059.180727020002_+20dB.wav,3773.438,7265.625,c.2
115,1923.87033,1924.857178,360.225,12000,134529059.180727020002_+20dB.wav,4054.688,3703.125,c.3
116,1955.350087,1956.799445,524.59,11887.43,134529059.180727020002_+20dB.wav,1500,984.375,pulse.flat.seg
117,1957.808282,1958.938376,652.908,8735.46,134529059.180727020002_+20dB.wav,1453.125,1218.75,pulse.mod
118,1977.063232,1978.358866,590.164,9949.749,134529059.180727020002_+20dB.wav,2203.125,843.75,pulse.flat.seg
119,1981.188092,1982.456003,180.113,12000,134529059.180727020002_+20dB.wav,4125,4125,c.4
120,1982.334725,1983.541996,697.936,6579.235,134529059.180727020002_+20dB.wav,2062.5,1875,pulse.flat.seg.3
121,1998.195777,1999.976365,540.338,12000,134529059.180727020002_+20dB.wav,2039.062,1640.625,c.5
122,1999.03417,2000.119694,652.908,3164.384,134529059.180727020002_+20dB.wav,1945.312,1640.625,pulse.flat.seg.3
123,2000.958087,2002.848928,540.338,12000,134529059.180727020002_+20dB.wav,1945.312,1851.562,c.5
124,2001.779473,2002.953669,675.422,3226.027,134529059.180727020002_+20dB.wav,1851.562,1851.562,pulse.flat.seg.3
125,2007.276433,2009.36573,225.141,12000,134529059.180727020002_+20dB.wav,3984.375,4078.125,c.5
126,2048.290226,2050.141793,612.022,12000,134529059.180727020002_+20dB.wav,3468.75,3468.75,c.5
127,2100.99405,2102.436083,4006.849,4520.548,134529059.180727021502_+20dB.wav,4289.062,4312.5,trill
128,2103.138834,2105.307121,4068.493,4561.644,134529059.180727021502_+20dB.wav,4335.938,4359.375,trill
129,2126.23193,2127.047803,808.743,10100.503,134529059.180727021502_+20dB.wav,3914.062,937.5,pulse.d.seg
130,2130.733749,2131.966286,2732.877,3164.384,134529059.180727021502_+20dB.wav,2953.125,3000,dws.seq
131,2132.591271,2133.924431,633.88,10207.65,134529059.180727021502_+20dB.wav,3070.312,937.5,pulse.d.seg
132,2137.322272,2138.848076,4212.329,4561.644,134529059.180727021502_+20dB.wav,4406.25,4406.25,trill
133,2139.460892,2141.482532,480.874,9028.143,134529059.180727021502_+20dB.wav,3328.125,960.938,pulse.d.seg
134,2142.792109,2143.923389,1661.202,9140.713,134529059.180727021502_+20dB.wav,3890.625,3023.438,pulse.flat.seg
135,2144.681067,2145.819331,1801.126,9320.826,134529059.180727021502_+20dB.wav,3796.875,4171.875,pulse.flat.seg
136,2215.703567,2216.967663,572.864,8021.858,134529059.180727021502_+20dB.wav,3843.75,4078.125,pulse.d.seg
137,2218.595793,2220.026511,452.261,8532.663,134529059.180727021502_+20dB.wav,3984.375,4125,pulse.d.seg
138,2232.052315,2233.461003,542.714,11369.606,134529059.180727021502_+20dB.wav,4218.75,4218.75,pulse.d.seg
139,2237.044674,2238.21495,1778.612,9365.854,134529059.180727021502_+20dB.wav,4148.438,4054.688,pulse.mod.seg
140,2302.43652,2303.177051,3657.534,7890.411,134529059.180727021502_+20dB.wav,4195.312,3914.062,dws
141,2302.928031,2303.83934,1377.049,4808.743,134529059.180727021502_+20dB.wav,3140.625,3914.062,pulse.flat
142,2303.274518,2304.108365,3825.137,5027.322,134529059.180727021502_+20dB.wav,4359.375,3960.938,modws
143,2306.679015,2308.4895,1311.475,6163.934,134529059.180727021502_+20dB.wav,2953.125,2976.562,pulse.flat
144,2309.093558,2310.27999,1312.169,3280.423,134529059.180727021502_+20dB.wav,2953.125,2976.562,pulse.flat
145,2377.481147,2377.938548,5219.178,6452.055,134529059.180727021502_+20dB.wav,5578.125,5578.125,dws
146,2420.147758,2420.503285,6842.466,6945.205,134529059.180727023002_+20dB.wav,6914.062,6890.625,flatws
147,2420.733457,2420.881856,6719.178,6883.562,134529059.180727023002_+20dB.wav,6820.312,6820.312,flatws
148,2421.140235,2421.311324,6780.822,6945.205,134529059.180727023002_+20dB.wav,6867.188,6890.625,flatws
149,2422.286121,2422.691027,6801.37,6924.658,134529059.180727023002_+20dB.wav,6867.188,6867.188,flatws
150,2425.783627,2426.84067,3821.918,4500,134529059.180727023002_+20dB.wav,4242.188,4265.625,trill
151,2448.65562,2456.124547,546.448,8590.164,134529059.180727023002_+20dB.wav,1359.375,4242.188,pulse.flat.seg
152,2455.149191,2456.012216,4006.849,4520.548,134529059.180727023002_+20dB.wav,4289.062,4242.188,trill
153,2457.525975,2466.511501,524.59,8721.311,134529059.180727023002_+20dB.wav,1429.688,5460.938,pulse.flat.seg
154,2459.551845,2460.292526,5054.795,6000,134529059.180727023002_+20dB.wav,5507.812,5460.938,dws
155,2467.485024,2473.780201,423.28,8699.454,134529059.180727023002_+20dB.wav,1312.5,585.938,pulse.flat.seg
156,2577.804714,2578.678718,5560.976,10068.293,134529059.180727023002_+20dB.wav,7171.875,7101.562,modws.seg
157,2592.20842,2592.583698,585.366,1089.041,134529059.180727023002_+20dB.wav,867.188,843.75,modws
158,2602.732374,2603.409888,5396.825,6164.384,134529059.180727023002_+20dB.wav,5695.312,5695.312,dws
159,2647.6518,2649.730645,5424.658,6061.644,134529059.180727023002_+20dB.wav,5789.062,5812.5,flatws.seg
160,2648.34776,2649.950407,6184.932,7376.712,134529059.180727023002_+20dB.wav,6820.312,6937.5,modws.seg
161,2658.032959,2658.5986,568.306,7715.847,134529059.180727023002_+20dB.wav,1804.688,1898.438,pulse.a
162,2658.790638,2659.300412,546.448,1989.071,134529059.180727023002_+20dB.wav,914.062,843.75,pulse.flat
163,2659.193749,2659.855578,536.313,3142.857,134529059.180727023002_+20dB.wav,914.062,843.75,pulse.flat
164,2665.315873,2666.576414,675.422,8307.692,134529059.180727023002_+20dB.wav,1289.062,914.062,pulse.d.seg
165,2667.184664,2668.19348,1778.612,8285.178,134529059.180727023002_+20dB.wav,3328.125,4171.875,pulse.flat.seg
166,2696.787752,2697.230415,590.164,1058.161,134529059.180727023002_+20dB.wav,867.188,867.188,dws
167,2738.593137,2738.955289,476.19,896.175,134529059.180727024502_+20dB.wav,773.438,773.438,dws
168,2742.698321,2743.655021,5005.464,6459.93,134529059.180727024502_+20dB.wav,5578.125,5109.375,dws.seg
169,2826.362012,2826.840362,3846.69,5606.004,134529059.180727024502_+20dB.wav,5039.062,5085.938,modws.seg
170,2836.627088,2838.017054,697.936,9230.769,134529059.180727024502_+20dB.wav,1734.375,843.75,pulse.flat.seg
171,2838.882665,2840.027912,1809.045,7115.578,134529059.180727024502_+20dB.wav,3960.938,4406.25,pulse.flat.seg
172,2843.289103,2844.397985,1959.799,5718.574,134529059.180727024502_+20dB.wav,3726.562,4007.812,pulse.flat.seg
173,2856.044241,2857.288198,1537.688,9376.884,134529059.180727024502_+20dB.wav,3562.5,3609.375,pulse.flat.seg
174,2872.361766,2873.001234,3407.666,6585.366,134529059.180727024502_+20dB.wav,4757.812,6351.562,aws.seg
175,2873.304409,2873.954923,606.272,857.143,134529059.180727024502_+20dB.wav,726.562,703.125,flatws
176,2876.259193,2876.514493,731.707,878.049,134529059.180727024502_+20dB.wav,820.312,820.312,flatws
177,2941.741561,2942.645636,585.366,857.143,134529059.180727024502_+20dB.wav,750,750,flatws
178,2946.482494,2947.505074,564.46,857.143,134529059.180727024502_+20dB.wav,773.438,773.438,flatws
179,2985.589416,2986.547059,3951.22,4432.056,134529059.180727024502_+20dB.wav,4218.75,4312.5,trill
180,3051.799454,3052.444435,627.178,857.143,134529059.180727030002_+20dB.wav,750,750,flatws
