file_name,selection,call_type,duration,min_freq,max_freq,bw,center_freq,peak_freq,min_prr,max_prr,start_freq,end_freq,trend,inflec,seg,steps,units
218.enc.93.csv,97,pulse.flat,0.6,546.4,3937.2,3390.8,937.5,937.5,945.1,952,546.4,830,0.7,0,1,0,1
218.enc.93.csv,98,pulse.a,0.6,705.8,3278.7,2572.8,960.9,937.5,901.7,1076.4,705.8,1164,0.6,0,1,0,1
218.enc.93.csv,99,aws,0.2,1823.6,2203.2,379.6,1921.9,1921.9,0,0,1921,2203.2,0.9,0,1,0,1
218.enc.93.csv,101,rws,0.2,1517.7,1989.3,471.6,1898.4,1898.4,0,0,1517.7,1892,0.8,0,1,0,1
218.enc.93.csv,102,rws,0.2,1582.9,1946.5,363.6,1851.6,1851.6,0,0,1582.9,1878,0.8,0,1,0,1
218.enc.93.csv,108,pulse.flat.seg.1,1,715.2,5702,4986.8,1781.3,1710.9,937.4,1807.2,1936,1601,1.2,0,2,0,1
218.enc.93.csv,110,pulse.flat.seg.1,1.3,635.8,5483.4,4847.7,1757.8,1781.3,840.8,1836.2,1703,1572,1.1,0,2,0,1
218.enc.93.csv,119,dws,0.4,1390.7,2046.4,655.6,1828.1,1875,0,0,2046.4,1390.7,1.5,0,1,0,1
218.enc.93.csv,120,flatws,0.4,705.9,919.8,213.9,843.8,867.2,0,0,859,919.8,0.9,0,1,0,1
218.enc.93.csv,121,dws,0.3,1390.4,2224.6,834.2,1875,1945.3,0,0,2224.6,1390.4,1.6,0,1,0,1
218.enc.93.csv,124,dws,0.7,3178.8,4331.1,1152.3,3515.6,3492.2,0,0,4331.1,3178.8,1.4,0,1,0,1
218.enc.238.csv,5,flatws,0.5,1387,1555.2,168.1,1476.6,1476.6,0,0,1497,1466,1,0,1,0,1
218.enc.238.csv,6,flatws,0.8,1260.9,1513.1,252.2,1429.7,1429.7,0,0,1513.1,1513.1,1,0,1,0,1
218.enc.238.csv,9,dws,0.2,1576,2499.1,923.1,1898.4,1875,0,0,2499.1,1576,1.6,0,1,0,1
218.enc.238.csv,13,flatws,0.6,1345,1555.2,210.2,1429.7,1429.7,0,0,1555.2,1419,1.1,0,1,0,1
218.enc.238.csv,15,nws,0.2,588.4,1050.8,462.3,890.6,960.9,0,0,718,588.4,1.2,1,1,0,1
218.enc.238.csv,19,dws,0.3,408.4,2508.9,2100.5,960.9,960.9,0,0,2508.9,408.4,6.1,0,1,0,1
218.enc.238.csv,21,dws,0.4,369.5,2556,2186.5,1054.7,1242.2,0,0,2556,369.5,6.9,0,1,0,1
218.enc.238.csv,22,dws,0.5,336.3,2664.3,2328,796.9,773.4,0,0,2664.3,336.3,7.9,0,1,0,1
218.enc.238.csv,23,dws,0.3,672.5,2685.9,2013.4,1734.4,2203.1,0,0,2685.9,672.5,4,0,1,0,1
218.enc.238.csv,24,flatws,0.5,1282,1471.1,189.1,1382.8,1406.3,0,0,1471.1,1341,1.1,0,1,0,1
218.enc.238.csv,25,dws,0.7,3026.3,4581.4,1555.2,3445.3,3140.6,0,0,4581.4,3026.3,1.5,0,1,0,1
218.enc.238.csv,26,flatws,0.5,1387,1555.2,168.1,1453.1,1453.1,0,0,1555.2,1466,1.1,0,1,0,1
218.enc.238.csv,32,dws,0.5,369.5,3174.6,2805.1,1781.3,1875,0,0,3174.6,369.5,8.6,0,1,0,1
218.enc.238.csv,39,pulse.d.seg,1.7,546.4,7082,6535.5,960.9,796.9,122.4,370.7,951,546.4,1.7,0,3,0,1
218.enc.238.csv,42,modws.t,0.7,306,3344.3,3038.3,820.3,679.7,0,0,3344.3,306,10.9,4,1,0,1
218.enc.238.csv,43,modws.t,0.9,289.7,3517.2,3227.5,773.4,679.7,0,0,2870,289.7,9.9,6,1,0,1
218.enc.238.csv,44,dws,0.4,289.7,2751.7,2462,773.4,796.9,0,0,2751.7,289.7,9.5,0,1,0,1
218.enc.238.csv,47,dws,0.3,289.7,2819.7,2530,796.9,679.7,0,0,2819.7,289.7,9.7,0,1,0,1
218.enc.238.csv,48,uws,0.2,3868.9,5420.8,1551.9,4101.6,4031.3,0,0,5420.8,5420.8,1,1,1,0,1
218.enc.238.csv,49,dws,0.4,393.1,2689.7,2296.6,890.6,914.1,0,0,2689.7,393.1,6.8,0,1,0,1
218.enc.238.csv,50,flatws,0.6,1282,1471.1,189.1,1359.4,1359.4,0,0,1471.1,1341,1.1,0,1,0,1
218.enc.238.csv,52,uws.seq,1.1,3847,4749.6,902.6,4148.4,4171.9,0,0,4586,4749.6,1,8,1,0,8
218.enc.238.csv,53,pulse.d.seg,1.6,502.7,5049.2,4546.4,960.9,820.3,197.3,436,889,502.7,1.8,0,3,0,1
218.enc.238.csv,63,dws.seg,0.5,310.3,3650.3,3340,867.2,890.6,0,0,3650.3,310.3,11.8,0,2,0,1
218.enc.238.csv,65,dws.seg,0.5,331,4158.6,3827.6,914.1,914.1,0,0,4158.6,331,12.6,0,2,0,1
218.enc.238.csv,67,dws,0.4,372.4,2690,2317.6,820.3,796.9,0,0,2690,372.4,7.2,0,1,0,1
218.enc.238.csv,68,pulse.flat.seg,1.1,721.3,6786.2,6064.9,890.6,843.8,424.4,453.4,827,721.3,1.1,0,2,0,1
218.enc.238.csv,71,dws,0.3,441.3,1137.9,696.6,703.1,679.7,0,0,1137.9,441.3,2.6,0,1,0,1
218.enc.238.csv,74,dottrill,0.5,3227.4,3963.9,736.5,3703.1,3726.6,0,0,3227.4,3790,0.9,0,1,0,10
218.enc.238.csv,83,uws.seq,1.4,3803.9,4875.7,1071.8,4101.6,4078.1,0,0,4773,4875.7,1,8,1,0,8
218.enc.238.csv,87,uws.seq,1.6,3534.7,6163.9,2629.2,4078.1,3914.1,0,0,6163.9,4664,1.3,9,1,0,9
218.enc.238.csv,88,dottrill,1,4287.2,4665.5,378.3,4476.6,4523.4,0,0,4430,4665.5,0.9,0,1,0,25
218.enc.238.csv,90,pulse.d.seg,1.2,437.2,12000,11562.8,984.4,960.9,137.7,416.9,889,437.2,2,0,3,0,1
218.enc.238.csv,91,pulse.flat.seg,1.2,695.1,11694,10998.9,2835.9,1031.3,102.4,443.8,780,827,0.9,0,2,0,1
218.enc.238.csv,92,pulse.flat.seg,1.2,735.9,11737.7,11001.8,1031.3,984.4,87.7,448.2,735.9,735.9,1,0,2,0,1
218.enc.238.csv,93,pulse.flat.seg,1.2,776.8,9682.3,8905.5,3046.9,984.4,86.9,437.3,776.8,776.8,1,0,2,0,1
