Selection,Begin_Time,End_Time,Low_Freq,High_Freq,Begin_File,Center_Freq,Peak_Freq,Call_type
1,395.5456547,396.6202605,1307.557,6875.22,201875479.190103100002_+20dB.wav,1757.812,1710.938,pulse.d.bc
2,460.3886315,461.53562,1265.378,7149.385,201875479.190103100002_+20dB.wav,1734.375,1710.938,pulse.d.bc
3,517.2794729,517.8197132,1281.961,8600.375,201875479.190103100002_+20dB.wav,1453.125,1453.125,pulse.flat
4,705.9492711,707.1675681,2311.734,12000,201875479.190103101002_+20dB.wav,4734.375,4382.812,pulse.flat.seg
5,1189.832411,1190.334063,6666.7,7270.8,201875479.190103102002_+20dB.wav,7031.25,6867.188,aws
6,1341.03417,1342.164265,770.8,11916.7,201875479.190103103002_+20dB.wav,1101.562,914.062,pulse.d
7,1341.535822,1342.153239,687.5,2000,201875479.190103103002_+20dB.wav,937.5,914.062,modws
8,1348.727113,1348.931081,6236.398,6851.138,201875479.190103103002_+20dB.wav,6726.562,6726.562,nws
9,1378.09867,1380.408473,2248.687,11414.634,201875479.190103103002_+20dB.wav,5507.812,7453.125,pulse.flat.seg
10,1381.406264,1383.859396,2291.7,11437.148,201875479.190103103002_+20dB.wav,6210.938,7617.188,pulse.flat.seg
11,2129.406884,2129.672019,888.087,2699.473,201875479.190103110002_+20dB.wav,1359.375,1382.812,dws
12,2343.317887,2344.032518,1723.292,9574.007,201875479.190103110002_+20dB.wav,1875,1875,pulse.flat
