Selection,Begin_Time,End_Time,Low_Freq,High_Freq,Begin_File,Center_Freq,Peak_Freq,Call_type
1,4.265015637,4.571250441,4087.912,4373.626,134529059.180822224502_+20dB.wav,4265.625,4265.625,dws.seq
2,23.89643279,24.21380341,1208.791,2065.934,134529059.180822224502_+20dB.wav,1593.75,1476.562,dws.seq
3,27.48632755,29.50447557,1230.769,2263.736,134529059.180822224502_+20dB.wav,1757.812,1757.812,dws.seq
4,44.09378151,44.80842655,3846.154,5493.433,134529059.180822224502_+20dB.wav,4640.625,4664.062,aws.seg
5,58.15619557,59.50917358,652.908,1564.286,134529059.180822224502_+20dB.wav,914.062,750,modws
6,59.74227577,60.91266891,3579.737,4483.516,134529059.180822224502_+20dB.wav,4148.438,4218.75,modws.seg
7,60.89607737,61.74336997,607.88,5088.18,134529059.180822224502_+20dB.wav,960.938,960.938,pulse.flat.seg.2
8,63.28942501,64.25965249,562.852,4971.429,134529059.180822224502_+20dB.wav,914.062,703.125,pulse.flat.seg.2
9,65.67575783,65.78748921,1142.857,2021.978,134529059.180822224502_+20dB.wav,1382.812,1312.5,dws
10,66.22743151,66.4718439,1186.813,2153.846,134529059.180822224502_+20dB.wav,1757.812,1476.562,dws.seq
11,66.7267311,67.08985808,1230.769,2219.78,134529059.180822224502_+20dB.wav,1734.375,1429.688,dws.seq
12,68.65487022,69.13900533,813.187,1274.725,134529059.180822224502_+20dB.wav,984.375,984.375,aws
13,82.46183896,82.94876694,1186.813,2659.341,134529059.180822224502_+20dB.wav,1945.312,1921.875,dws
14,93.39532129,94.15785179,1560.44,2351.648,134529059.180822224502_+20dB.wav,1804.688,1781.25,modws.seg
15,95.13141528,96.10911472,1148.218,2087.912,134529059.180822224502_+20dB.wav,1757.812,1757.812,dws
16,104.3300498,104.5873861,1516.484,2285.714,134529059.180822224502_+20dB.wav,1945.312,1710.938,nws
17,135.2034455,137.0502111,791.209,1711.069,134529059.180822224502_+20dB.wav,1195.312,914.062,modws
18,137.045623,137.5538745,1781,2592.857,134529059.180822224502_+20dB.wav,2132.812,2039.062,dws
19,138.2602104,138.5741189,1226.3,2263.736,134529059.180822224502_+20dB.wav,1687.5,1664.062,dws.seq
20,140.5320009,141.372891,472.795,4007.505,134529059.180822224502_+20dB.wav,937.5,914.062,pulse.flat
21,141.7090292,142.3759259,3472.527,5186.813,134529059.180822224502_+20dB.wav,4523.438,4570.312,modws
22,150.0978845,151.49987,2206.379,4367.73,134529059.180822224502_+20dB.wav,3609.375,3937.5,modws
23,158.3702655,159.1343561,1913.696,2859.287,134529059.180822224502_+20dB.wav,2460.938,2578.125,dws
24,168.0086499,168.8334244,3512.195,5207.143,134529059.180822224502_+20dB.wav,4335.938,4640.625,modws.seg
25,171.3372571,172.5114529,1585.714,3235.714,134529059.180822224502_+20dB.wav,2085.938,2156.25,dws.seg
26,183.558278,185.1232867,321.2,5778.559,134529059.180822224502_+20dB.wav,937.5,890.625,pulse.flat
