Selection,Begin_Time,End_Time,Low_Freq,High_Freq,Begin_File,Center_Freq,Peak_Freq,Call_type
1,31.917834,33.1652057,750,1456.522,134529059.180902163002_+20dB.wav,914.062,914.062,modws
2,66.95381353,67.48004847,347.826,1869.565,134529059.180902163002_+20dB.wav,1242.188,1734.375,nws.seg
3,78.30511289,79.53562001,1565.217,2413.043,134529059.180902163002_+20dB.wav,1757.812,1664.062,modws.m
4,84.26780814,84.44598112,1500,2369.565,134529059.180902163002_+20dB.wav,1781.25,1734.375,dws
5,85.32413168,85.72104293,1369.565,2130.435,134529059.180902163002_+20dB.wav,1617.188,1617.188,dws
6,87.47494599,88.14930632,1508.443,2413.043,134529059.180902163002_+20dB.wav,1921.875,1617.188,modws.seg
7,102.63538,103.0602659,350.5,1456.522,134529059.180902163002_+20dB.wav,1195.312,796.875,nws
8,103.0758581,103.5085402,405.253,1434.783,134529059.180902163002_+20dB.wav,1289.062,1312.5,nws
9,105.0170803,105.7143429,456.522,1826.087,134529059.180902163002_+20dB.wav,1359.375,1429.688,nws
10,105.3328213,106.5256205,1778.612,7645.833,134529059.180902163002_+20dB.wav,1898.438,1851.562,pulse.flat
11,106.3991952,107.0986318,450.281,1978.261,134529059.180902163002_+20dB.wav,1429.688,1617.188,nws
12,107.9549056,108.7202151,450.281,1891.304,134529059.180902163002_+20dB.wav,1312.5,1265.625,nws
13,145.3190424,145.69766,739.13,1413.043,134529059.180902163002_+20dB.wav,1289.062,1265.625,nws
14,146.7546555,147.5705287,958.333,1413.043,134529059.180902163002_+20dB.wav,1171.875,1289.062,modws
15,184.2833339,184.6857578,360.225,923.077,134529059.180902163002_+20dB.wav,703.125,820.312,dws
16,185.3373662,186.3957962,869.565,1869.565,134529059.180902163002_+20dB.wav,1312.5,1781.25,modws
17,223.4518776,223.7573597,7587.6,8854.167,134529059.180902163002_+20dB.wav,8015.625,7851.562,aws
18,223.5298383,224.2899554,639.2,4833.333,134529059.180902163002_+20dB.wav,1851.562,1851.562,pulse.d
19,278.3954971,278.5748068,639.2,1108.696,134529059.180902163002_+20dB.wav,867.188,843.75,aws
20,278.604183,278.8398733,1416.667,2082.5,134529059.180902163002_+20dB.wav,1687.5,1640.625,aws
21,278.7639041,279.8051025,826.087,2000,134529059.180902163002_+20dB.wav,1218.75,1125,modws
22,293.5159805,294.2624304,514.286,4998.124,134529059.180902163002_+20dB.wav,2039.062,2085.938,pulse.mod
23,309.0434234,310.0191636,3913.043,4130.435,134529059.180902164502_+20dB.wav,3984.375,3984.375,flatws
24,348.1035051,349.0957833,3891.304,4065.217,134529059.180902164502_+20dB.wav,3960.938,3960.938,flatws
25,460.5394172,460.7732994,4030.019,4543.478,134529059.180902164502_+20dB.wav,4289.062,4265.625,uws
26,493.1301703,494.1334737,804.348,1021.739,134529059.180902164502_+20dB.wav,937.5,937.5,flatws
27,495.6439415,496.7409601,847.826,1065.217,134529059.180902164502_+20dB.wav,960.938,960.938,flatws
28,499.4034973,500.081554,869.565,1021.739,134529059.180902164502_+20dB.wav,960.938,960.938,flatws
29,2032.331854,2033.114651,826.087,10851.782,134529059.180902180002_+20dB.wav,4664.062,937.5,pulse.mod.seg
30,2040.278379,2041.153424,1478.261,10760.87,134529059.180902180002_+20dB.wav,4710.938,4734.375,pulse.mod.seg
31,2337.760747,2339.392493,1103.189,8260.87,134529059.180902181502_+20dB.wav,4898.438,4875,pulse.flat.seg
32,2339.872094,2341.597555,1113.4,8739.13,134529059.180902181502_+20dB.wav,5039.062,5085.938,pulse.flat.seg
33,2341.884213,2343.797102,948.5,8847.826,134529059.180902181502_+20dB.wav,4687.5,4898.438,pulse.flat.seg
34,2343.89633,2345.877507,969.1,8869.565,134529059.180902181502_+20dB.wav,4851.562,4734.375,pulse.flat.seg
35,2347.711669,2348.103625,7001.876,7956.522,134529059.180902181502_+20dB.wav,7851.562,7875,aws.seg
36,2349.084878,2349.388074,6536.1,7847.826,134529059.180902181502_+20dB.wav,7007.812,6890.625,aws.seg
37,2352.047405,2353.149936,1148.218,8735.46,134529059.180902181502_+20dB.wav,4265.625,4289.062,pulse.mod.seg
38,2353.949288,2355.029769,1175.3,8915.572,134529059.180902181502_+20dB.wav,4289.062,5015.625,pulse.mod.seg
39,2358.168683,2359.053479,1373.358,8555.347,134529059.180902181502_+20dB.wav,4265.625,4921.875,pulse.mod.seg
40,2360.114651,2361.049061,1092.8,8618.6,134529059.180902181502_+20dB.wav,4710.938,4781.25,pulse.mod.seg
41,2367.724904,2368.794359,1193.246,8086.957,134529059.180902181502_+20dB.wav,3609.375,3632.812,pulse.flat.seg
