freq,db
652,78.4
653,78.6
654,78.1
655,78.2
656,78.6
657,78.9
658,78.6
659,78.3
660,79.7
661,79.2
662,78.9
663,78.7
664,78.3
665,79.1
666,79.1
667,78.4
668,78.9
669,79.2
670,79.4
671,79.6
672,79.8
673,80
674,79.8
675,79.3
676,80
677,79.7
678,79.8
679,80.3
680,80.5
681,79.9
682,80.1
683,79.8
684,79.9
685,80.3
686,81.4
687,80.8
688,80.4
689,80.9
690,80.3
691,81.2
692,81
693,81.4
694,81.1
695,80.5
696,81.7
697,81.5
698,81.5
699,81.7
700,82.1
701,82.5
702,82.1
703,81.8
704,82.7
705,81.9
706,82
707,82
708,82.1
709,82.7
710,82
711,82.2
712,82.8
713,82.2
714,82.5
715,83.3
716,82.9
717,82.3
718,82.3
719,83.1
720,82.5
721,82.8
722,82.8
723,82.3
724,82.5
725,82.5
726,82.4
727,82.1
728,82.4
729,82.1
730,82.5
731,81.5
732,81.4
733,81.5
734,81.5
735,81.9
736,81.7
737,81.1
738,81
739,81.4
740,81.1
741,80.6
742,80.3
743,79.4
744,80
745,79.7
746,79.8
747,79.9
748,79.6
749,79.6
750,79.4
751,79.7
752,79.4
753,78.9
754,78.3
755,78.9
756,78.4
757,78.3
758,78
759,78.1
760,79
761,78.6
762,78.1
763,77.7
764,78.2
765,78.5
766,78.9
767,79
768,78.2
769,78.6
770,78.8
771,79.3
772,78.8
773,78.7
774,79.4
775,79
776,79
777,79.3
778,79.2
779,78.4
780,78.6
781,78.6
782,78.9
783,79.2
784,78.7
785,78.2
786,78.4
787,78.6
788,79.1
789,79
790,78.8
791,79
792,78.9
793,78.3
794,78.9
795,78.9
796,79.3
797,79.6
798,79.2
799,79.2
800,79
801,78.2
802,78.6
803,78.9
804,79.1
805,79.2
806,78.9
807,78
808,78.7
809,78.9
810,78.6
811,78.1
812,78.6
813,78.7
814,78.9
815,78.8
816,78.4
817,78.8
818,78.6
819,79
820,78.6
821,77.8
822,77.4
823,78.5
824,78.3
825,78.9
826,78.1
827,78.6
828,78.3
829,78.3
830,78.4
831,78.1
832,78.2
833,78.4
834,78.5
835,78.1
836,78.4
837,78
838,77.9
839,78.1
840,78.4
841,77.6
842,77.9
843,79.1
844,78
845,77.7
846,78.2
847,78.8
848,77.8
849,77.8
850,78.4
851,77.8
852,77.6
853,78.2
854,78
855,78.2
856,77.9
857,77.2
858,77.7
859,77.6
860,77.8
861,77.6
862,77.9
863,77.7
864,77.6
865,77.7
866,78
867,77.9
868,78.4
869,78.1
870,77.3
871,78.1
872,78.3
873,77.7
874,77.8
875,77.3
876,76.9
877,77.2
878,77.5
879,77.4
880,77.6
881,76.9
882,77.4
883,77.8
884,77.5
885,77.5
886,76.8
887,76.5
888,77.1
889,76.9
890,77
891,76.7
892,77.2
893,77.1
894,76.4
895,75.9
896,76.4
897,76.6
898,76.8
899,76.8
900,77
901,76.7
902,76.1
903,75.9
904,76
905,76.4
906,76.9
907,76.6
908,76.8
909,76.7
910,76.5
911,77.1
912,76.8
913,76.6
914,76.8
915,77.1
916,76.8
917,77.2
918,77.2
919,76.7
920,77.4
921,77.3
922,76.9
923,76.2
924,76.5
925,77.2
926,77.2
927,77.1
928,77
929,77.1
930,77.1
931,77.3
932,76.9
933,76.7
934,76.9
935,76.9
936,77.2
937,76.9
938,77.4
939,77.1
940,76.1
941,76.4
942,76.9
943,77
944,77.1
945,76.9
946,76.7
947,76.5
948,76.6
949,76.2
950,76.3
951,76.4
952,76.7
953,75.8
954,76.2
955,76.6
956,76
957,76.5
958,76.9
959,76.2
960,76.3
961,76.4
962,76.4
963,75.7
964,75.9
965,75.9
966,75.2
967,74.6
968,74.8
969,75.1
970,74.5
971,74.7
972,74.5
973,74.3
974,73.4
975,73.6
976,73.5
977,73.7
978,73.3
979,73.1
980,72.8
981,72.7
982,72.3
983,71.9
984,72
985,71.2
986,71.2
987,70.7
988,71.2
989,71.1
990,71
991,70.9
992,71.5
993,70.8
994,70.6
995,70.4
996,70.5
997,70.4
998,70.5
999,70
1000,70.4
1001,70.1
1002,70.3
1003,69.8
1004,69.7
1005,69.7
1006,69.8
1007,69.5
1008,69
1009,68.2
1010,68.5
1011,68.3
1012,68.7
1013,68.9
1014,69
1015,68.5
1016,68.5
1017,68.5
1018,68.2
1019,68.2
1020,68.9
1021,68.2
1022,68.5
1023,69.4
1024,69
1025,68.8
1026,68.2
1027,68.7
1028,69.5
1029,69.7
1030,70
1031,68.9
1032,69.1
1033,69.5
1034,69.6
1035,69
1036,69.7
1037,69.3
1038,69
1039,69.5
1040,68.2
1041,68.6
1042,69.4
1043,69.2
1044,68.5
1045,69.1
1046,69.7
1047,70.2
1048,69.7
1049,69.6
1050,70.1
1051,69.1
1052,69.3
1053,69.3
1054,70
1055,69.6
1056,68.4
1057,69.4
1058,68.5
1059,69.4
1060,70.5
1061,70.1
1062,69.9
1063,69.3
1064,69.9
1065,69.9
1066,70.3
1067,71.1
1068,70.6
1069,70.2
1070,70.4
1071,69.8
1072,70.7
1073,69.7
1074,70.6
1075,70.4
1076,70.2
1077,71.1
1078,69.6
1079,69.9
1080,69.7
1081,69.9
1082,69.8
1083,69.9
1084,70.7
1085,70
1086,70
1087,70
1088,69.2
1089,68.7
1090,69.7
1091,69.1
1092,69.2
1093,70.2
1094,70
1095,69.9
1096,69
1097,69
1098,68.8
1099,69.9
1100,68.9
1101,68
1102,68.7
1103,68.4
1104,67.8
1105,68.3
1106,67.9
1107,68.4
1108,67.5
1109,66.5
1110,66.4
1111,66.2
1112,67.3
1113,66.3
1114,66
1115,66.7
1116,66.5
1117,65.9
1118,66.3
1119,65.9
1120,65.5
1121,65.7
1122,65.7
1123,66.4
1124,65.8
1125,65.7
1126,65.3
1127,64.9
1128,64.9
1129,65.6
1130,65.4
1131,65.3
1132,65.8
1133,66
1134,64.9
1135,65.4
1136,65.8
1137,65.2
1138,65.4
1139,66
1140,65.7
1141,66.2
1142,66.9
1143,66.5
1144,66.4
1145,66.5
1146,66.2
1147,66.3
1148,66.8
1149,66.3
1150,66.4
1151,67.5
1152,67.6
1153,67.8
1154,68.4
1155,68.3
1156,68
1157,67.9
1158,68.4
1159,68.5
1160,68.7
1161,69.1
1162,69.1
1163,69.1
1164,69
1165,69.7
1166,69.5
1167,69.8
1168,69.8
1169,69.8
1170,69.4
1171,69.9
1172,70.8
1173,70.6
1174,70.3
1175,70.2
1176,70.5
1177,70.9
1178,70.8
1179,70.4
1180,71
1181,70.9
1182,70.8
1183,70.9
1184,70.3
1185,70.5
1186,70.7
1187,70.5
1188,71.1
1189,70.9
1190,71.3
1191,70.8
1192,71.4
1193,71.2
1194,71.6
1195,70.9
1196,71
1197,71.4
1198,71
1199,70.2
1200,70.9
1201,71.2
1202,71
1203,71.4
1204,71.7
1205,71.3
1206,71.4
1207,71.8
1208,72
1209,72
1210,72.2
1211,72.1
1212,71.5
1213,72.1
1214,71.7
1215,71.9
1216,71.7
1217,71.5
1218,72.2
1219,71.3
1220,71.1
1221,71.9
1222,72
1223,72.1
1224,72.2
1225,72
1226,71.7
1227,71.8
1228,71.9
1229,72.2
1230,72.4
1231,72.1
1232,71.6
1233,72.3
1234,71.6
1235,72.6
1236,72.3
1237,71.4
1238,72
1239,71.9
1240,72
1241,72.3
1242,71.5
1243,71.2
1244,71.6
1245,71.7
1246,72.1
1247,71.7
1248,71.5
1249,71.6
1250,71.9
1251,72
1252,72.3
1253,71.9
1254,71.7
1255,72.3
1256,72.7
1257,72.8
1258,72.9
1259,72.9
1260,73
1261,72.2
1262,72.6
1263,72.1
1264,72.2
1265,72.4
1266,72.7
1267,73.1
1268,72.5
1269,72.7
1270,72.5
1271,72.6
1272,72.9
1273,73
1274,73.1
1275,72.8
1276,72.6
1277,72.9
1278,72.9
1279,72.9
1280,73
1281,73.4
1282,73.5
1283,73.4
1284,72.7
1285,72.4
1286,72.9
1287,73.1
1288,73.2
1289,72.7
1290,72.5
1291,72.5
1292,72.1
1293,71.8
1294,72.1
1295,72.5
1296,72.9
1297,72.6
1298,72.8
1299,72.5
1300,72.7
1301,72.4
1302,72.2
1303,72.1
1304,72.4
1305,72.6
1306,72.6
1307,72
1308,71.5
1309,72.1
1310,72.3
1311,72.4
1312,72.9
1313,73
1314,72.8
1315,72.5
1316,72.3
1317,72.6
1318,72.7
1319,72.9
1320,72.3
1321,72.3
1322,72
1323,72.2
1324,71.5
1325,71.5
1326,72.1
1327,72
1328,72.1
1329,72.1
1330,71.7
1331,71.3
1332,71.7
1333,71.5
1334,71.2
1335,71.3
1336,71.4
1337,71.4
1338,71.4
1339,71
1340,70.6
1341,70.8
1342,70.7
1343,70.5
1344,70.9
1345,71.4
1346,71
1347,70.7
1348,70.7
1349,70.3
1350,70.8
1351,70.1
1352,70.2
1353,70
1354,70
1355,69.4
1356,69.6
1357,69.8
1358,70
1359,70.5
1360,69.7
1361,69.6
1362,69.5
1363,69.4
1364,68.7
1365,68.9
1366,69.6
1367,69.6
1368,68.9
1369,68.1
1370,68.3
1371,68.7
1372,68.4
1373,68.2
1374,68.1
1375,67.5
1376,68
1377,68.1
1378,67.7
1379,67.2
1380,67.2
1381,66.5
1382,66.8
1383,66.8
1384,66.2
1385,66.1
1386,65.8
1387,65.7
1388,66
1389,65.5
1390,65.7
1391,65
1392,64.6
1393,64.2
1394,65.1
1395,64.5
1396,63.6
1397,64.2
1398,63.5
1399,63.5
1400,64
1401,63.8
1402,64.4
1403,64.5
1404,64.2
1405,63.8
1406,63.9
1407,64.7
1408,64.5
1409,64.7
1410,64.7
1411,64.6
1412,65.1
1413,65.5
1414,66.1
1415,66.4
1416,66.1
1417,66.9
1418,67.1
1419,66.6
1420,67.4
1421,67.3
1422,67.6
1423,68.1
1424,68.5
1425,68
1426,68.6
1427,68.2
1428,68.4
1429,69.1
1430,69.1
1431,68.3
1432,69
1433,68.8
1434,69.1
1435,69.2
1436,70
1437,69.6
1438,70
1439,69.7
1440,69.6
1441,69.6
1442,70.1
1443,70.8
1444,70.2
1445,70
1446,69.8
1447,70.1
1448,70.3
1449,70
1450,70.8
1451,70
1452,70.4
1453,70.1
1454,70.5
1455,70.6
1456,70.6
1457,70.6
1458,70.7
1459,70.1
1460,70.7
1461,70.9
1462,70.5
1463,69.9
1464,69.5
1465,70
1466,70.4
1467,70.3
1468,70.2
1469,70.8
1470,70.3
1471,70.2
1472,69.7
1473,70.1
1474,70
1475,69.8
1476,69.9
1477,70.1
1478,70
1479,69.5
1480,69.5
1481,68.9
1482,69
1483,69.5
1484,69.1
1485,69
1486,68.3
1487,68.7
1488,68.6
1489,68.8
1490,68.6
1491,68.3
1492,67.6
1493,68.2
1494,67.9
1495,67.2
1496,66.8
1497,66.3
1498,66.7
1499,67
1500,66.5
1501,67
1502,66.4
1503,66.7
1504,66.5
1505,66.3
1506,66.1
1507,64.9
1508,66
1509,65.8
1510,65.8
1511,64.8
1512,64.8
1513,65
1514,64.9
1515,64.9
1516,64.2
1517,64.2
1518,63.9
1519,63.9
1520,63.5
1521,63.7
1522,63.4
1523,62.9
1524,62.4
1525,62.1
1526,62.5
1527,61.7
1528,61.9
1529,61.6
1530,61.8
1531,61.4
1532,61.5
1533,60.8
1534,60.5
1535,61.4
1536,60.1
1537,60.2
1538,60.2
1539,60.4
1540,59.5
1541,61
1542,60
1543,60.1
1544,60.7
1545,60.5
1546,60.5
1547,59.7
1548,59.7
1549,60.1
1550,59.5
1551,59.8
1552,60.3
1553,60.7
1554,60.7
1555,60.8
1556,61
1557,61.2
1558,61.5
1559,62.3
1560,62.6
1561,62.3
1562,62.4
1563,62.3
1564,62.5
1565,62.8
1566,63.5
1567,63.1
1568,63.8
1569,63.8
1570,64.4
1571,64.3
1572,64.4
1573,64.8
1574,64.6
1575,64.7
1576,64.4
1577,64.1
1578,64.5
1579,65.6
1580,65.5
1581,65.3
1582,65.5
1583,66.1
1584,66
1585,65.4
1586,65.4
1587,65.7
1588,66.3
1589,66.3
1590,66.1
1591,66.8
1592,66.5
1593,66.3
1594,66.4
1595,66.8
1596,66.5
1597,66.3
1598,67.3
1599,67.5
1600,67.1
1601,67.8
1602,67.3
1603,67.2
1604,67
1605,67
1606,67.2
1607,66.9
1608,67.2
1609,67.7
1610,67.1
1611,66.8
1612,67.7
1613,67.6
1614,67.2
1615,67.6
1616,67.3
1617,67.2
1618,67
1619,67.3
1620,67.6
1621,67.6
1622,67.3
1623,67.5
1624,67.3
1625,67.6
1626,66.8
1627,67.9
1628,67.9
1629,67.2
1630,67.5
1631,67.6
1632,67.9
1633,67.4
1634,67.3
1635,68
1636,68.4
1637,68
1638,68
1639,67.5
1640,67.7
1641,67.7
1642,67.5
1643,67.9
1644,67.8
1645,67.9
1646,67.9
1647,68.3
1648,68.7
1649,68.5
1650,68.7
1651,68.5
1652,68.4
1653,68.3
1654,68.3
1655,68.9
1656,69
1657,68.9
1658,68.4
1659,68.1
1660,68.3
1661,69.2
1662,69
1663,69.3
1664,68.7
1665,68.7
1666,68.9
1667,69.6
1668,69.7
1669,69
1670,69
1671,69.1
1672,69.4
1673,69.8
1674,69.7
1675,69.7
1676,69.6
1677,69.9
1678,70
1679,69.7
1680,69.6
1681,70.2
1682,70.4
1683,70
1684,69.5
1685,69.8
1686,69.8
1687,70.4
1688,69.7
1689,70
1690,70.3
1691,70.2
1692,70.1
1693,70.2
1694,70.6
1695,70.4
1696,70.7
1697,70.3
1698,71
1699,70.1
1700,70.5
1701,70.8
1702,71
1703,71.2
1704,71
1705,70.7
1706,70.3
1707,71
1708,71.3
1709,71.3
1710,70.9
1711,71.3
1712,71.6
1713,71.1
1714,71.8
1715,71.3
1716,71.2
1717,72.5
1718,72.2
1719,71.2
1720,71
1721,71.5
1722,71.6
1723,71.9
1724,71.7
1725,71.6
1726,71.7
1727,71.8
1728,72
1729,71.1
1730,71.6
1731,71.9
1732,71.7
1733,71.3
1734,71.8
1735,72.1
1736,72.4
1737,72.6
1738,72.4
1739,72
1740,71.5
1741,71.7
1742,72
1743,72.1
1744,71.9
1745,72.2
1746,71.7
1747,71.3
1748,71.6
1749,72.1
1750,72
1751,72.6
1752,72.9
1753,72.6
1754,71.7
1755,71.9
1756,72
1757,72.4
1758,72.2
1759,72.4
1760,72.1
1761,72
1762,71.6
1763,71.8
1764,72.2
1765,71.9
1766,72.2
1767,71.7
1768,72
1769,72
1770,72.7
1771,72.9
1772,72.4
1773,72
1774,72.2
1775,72.1
1776,71.7
1777,71.7
1778,71.9
1779,71.6
1780,71.8
1781,71.9
1782,72.1
1783,72.2
1784,71.8
1785,72.2
1786,71.9
1787,72.2
1788,71.8
1789,71.8
1790,71.9
1791,72.3
1792,72.7
1793,71.9
1794,72.2
1795,72.3
1796,71.9
1797,71.5
1798,72
1799,71.2
1800,72.2
1801,71.6
1802,71.7
1803,72.2
1804,71.7
1805,71.5
1806,71.4
1807,70.6
1808,71.1
1809,71.5
1810,71.3
1811,71.4
1812,71.5
1813,71.4
1814,71.3
1815,71
1816,70.7
1817,71.1
1818,71.2
1819,71
1820,70.8
1821,70.8
1822,71.5
1823,71.5
1824,71.2
1825,71.7
1826,71.3
1827,71.3
1828,71.2
1829,71.5
1830,71.4
1831,71.3
1832,70.9
1833,71.2
1834,71.4
1835,70.9
1836,71
1837,71.4
1838,71.4
1839,71.4
1840,71.4
1841,71
1842,70.9
1843,71
1844,71.3
1845,71
1846,71.1
1847,71.6
1848,71.2
1849,70.9
1850,70.8
1851,71
1852,71.3
1853,70.7
1854,70.8
1855,70.9
1856,70.7
1857,71.2
1858,71
1859,70.9
1860,70.6
1861,70.7
1862,70.4
1863,71.1
1864,70.9
1865,70.7
1866,70.5
1867,71.2
1868,70.7
1869,70.2
1870,70.6
1871,70.8
1872,70.1
1873,70.3
1874,70.5
1875,70.6
1876,70
1877,70.4
1878,70.4
1879,70.1
1880,69.9
1881,69.7
1882,69.7
1883,69.6
1884,69.5
1885,69.7
1886,69.2
1887,69.6
1888,69.4
1889,69.6
1890,69
1891,69.3
1892,69.1
1893,69.2
1894,68.8
1895,69.4
1896,69.7
1897,69.4
1898,69.1
1899,69.1
1900,68.6
1901,67.7
1902,68.6
1903,68.6
1904,68.2
1905,68.6
1906,68.5
1907,68.1
1908,68.1
1909,68.4
1910,68.3
1911,67.7
1912,67.7
1913,68
1914,68
1915,67.9
1916,67.7
1917,67.6
1918,67.6
1919,68
1920,67.6
1921,67.5
1922,67.4
1923,67.6
1924,67.7
1925,67.8
1926,68
1927,67.6
1928,66.6
1929,66.9
1930,67.2
1931,67.1
1932,67.3
1933,67.3
1934,67.1
1935,67.4
1936,67.9
1937,67.9
1938,67.5
1939,67.5
1940,67.5
1941,67.3
1942,67.2
1943,67.2
1944,66.8
1945,67
1946,67.3
1947,66.7
1948,67
1949,67.4
1950,67
1951,67.2
1952,67.1
1953,67.2
1954,66.7
1955,66.6
1956,66.8
1957,66.8
1958,66.4
1959,66.1
1960,66.4
1961,66.6
1962,66.7
1963,66.8
1964,66.6
1965,66.4
1966,66
1967,65.8
1968,66.7
1969,66.6
1970,66.5
1971,66.4
1972,66.1
1973,66.6
1974,66.5
1975,66.3
1976,66.3
1977,66.7
1978,66.2
1979,66.4
1980,66.1
1981,65.7
1982,65.6
1983,65.5
1984,66.1
1985,66.7
1986,66.6
1987,66
1988,66.4
1989,65.8
1990,66.3
1991,65.7
1992,65.7
1993,66
1994,66.1
1995,65.9
1996,66.2
1997,65.6
1998,66.5
1999,66.6
2000,66.1
2001,65.8
2002,65.8
2003,66.3
2004,65.5
2005,66.1
2006,66.2
2007,66.2
2008,66.2
2009,65.8
2010,65.8
2011,65.6
2012,65.6
2013,65.7
2014,65.7
2015,65.5
2016,65.7
2017,65.7
2018,65.4
2019,65.3
2020,64.9
2021,65.2
2022,65.1
2023,65
2024,65.8
2025,65.5
2026,65.2
2027,64.9
2028,65.1
2029,64.7
2030,64.9
2031,64.4
2032,65.3
2033,65.1
2034,64.5
2035,65
2036,65.3
2037,65.7
2038,64.8
2039,65
2040,65
2041,64.9
2042,64.5
2043,64.4
2044,64.5
2045,64.4
2046,64.2
2047,64.2
2048,64.2
2049,64.5
2050,64.3
2051,64.3
2052,64.8
2053,64.7
2054,64.7
2055,64.8
2056,65.2
2057,65.1
2058,64.7
2059,64.7
2060,64.3
2061,64.2
2062,64
2063,64.2
2064,63.8
2065,64.6
2066,64.4
2067,64.2
2068,64.3
2069,64.2
2070,64.4
2071,64
2072,63.8
2073,63.6
2074,64.2
2075,64.2
2076,64.2
2077,64.1
2078,64.3
2079,64.5
2080,64.3
2081,64.3
2082,64.2
2083,64.6
2084,65.2
2085,64.2
2086,64.3
2087,63.7
2088,63.7
2089,63.6
2090,64.3
2091,64.3
2092,63.5
2093,63.7
2094,64.4
2095,64.6
2096,64.6
2097,64.2
2098,63.8
2099,64.3
2100,64.2
2101,64.7
2102,64.2
2103,64.7
2104,64.4
2105,64.3
2106,63.9
2107,64.2
2108,64.9
2109,65.3
2110,64.6
2111,64.5
2112,64.7
2113,64.7
2114,64.9
2115,65
2116,64.9
