Selection,Begin_Time,End_Time,Low_Freq,High_Freq,Begin_File,Center_Freq,Peak_Freq,Call_type
41,1786.284428,1787.225171,842.105,1825.641,201875479.190212165002_+20dB.wav,1031.25,1031.25,modws.seg
42,2009.757422,2010.545732,630.394,1305.816,201875479.190212170002_+20dB.wav,914.062,750,modws
43,2076.85774,2077.287727,1642.105,1846.154,201875479.190212170002_+20dB.wav,1734.375,1710.938,flatws
44,2086.160379,2086.816385,720.45,1215.76,201875479.190212170002_+20dB.wav,937.5,1031.25,dws
45,2088.8423,2089.078206,774.2,1170.732,201875479.190212170002_+20dB.wav,1031.25,1031.25,dws
46,2117.745281,2118.428851,715.789,863.158,201875479.190212171002_+20dB.wav,796.875,796.875,flatws
47,2136.1753,2136.676952,411.552,1624.549,201875479.190212171002_+20dB.wav,796.875,843.75,nws.seg
48,2138.358302,2139.846719,1350.844,3264.54,201875479.190212171002_+20dB.wav,1851.562,1523.438,pulse.flat
49,2664.253491,2665.333971,2884.211,3031.579,201875479.190212172002_+20dB.wav,2976.562,2976.562,flatws
50,2693.328504,2694.526409,652.908,1553.471,201875479.190212172002_+20dB.wav,914.062,984.375,modws
51,2696.817584,2697.666898,2968.421,3157.895,201875479.190212172002_+20dB.wav,3046.875,3046.875,flatws
52,2739.545246,2740.422305,1256.318,2071.795,201875479.190212173002_+20dB.wav,1453.125,1781.25,modws.seg
53,2742.503055,2743.099214,1429.603,1841.155,201875479.190212173002_+20dB.wav,1687.5,1757.812,dws
54,2786.874612,2787.255556,1600,1768.421,201875479.190212173002_+20dB.wav,1710.938,1710.938,flatws
55,2802.625853,2802.938555,526.316,1250.6,201875479.190212173002_+20dB.wav,773.438,796.875,dws
56,2803.094951,2803.555972,526.316,736.842,201875479.190212173002_+20dB.wav,632.812,632.812,flatws
57,3038.699355,3039.464726,757.895,926.316,201875479.190212174002_+20dB.wav,867.188,867.188,flatws
58,3134.6913,3135.386408,630.394,3031.579,201875479.190212174002_+20dB.wav,960.938,843.75,pulse.flat.seg.3
59,3161.461026,3161.808323,517.824,1035.647,201875479.190212174002_+20dB.wav,843.75,867.188,dws
60,3164.305384,3164.906264,1485.929,2318.949,201875479.190212174002_+20dB.wav,1851.562,1851.562,dws
61,3164.619778,3165.033227,517.824,855.535,201875479.190212174002_+20dB.wav,726.562,750,dws
62,3165.27133,3165.672219,1536.842,2063.158,201875479.190212174002_+20dB.wav,1804.688,1851.562,dws
63,3197.422265,3198.273884,562.852,1440.901,201875479.190212174002_+20dB.wav,843.75,843.75,modws
64,3199.939938,3201.392446,720.45,2093.809,201875479.190212174002_+20dB.wav,867.188,867.188,dws.seq.t
65,3206.538796,3206.897119,1407.942,2057.762,201875479.190212174002_+20dB.wav,1757.812,1734.375,uws
66,3207.768119,3208.08234,631.579,1342.96,201875479.190212174002_+20dB.wav,890.625,820.312,dws
67,3209.173081,3209.525891,1328.33,2206.379,201875479.190212174002_+20dB.wav,1804.688,1921.875,dws
68,3234.502372,3235.295812,607.88,1992.78,201875479.190212174002_+20dB.wav,960.938,1007.812,dws
69,3237.147516,3238.09065,562.852,2352.4,201875479.190212174002_+20dB.wav,1031.25,1007.812,dws
70,3244.017357,3244.251239,757.895,923.077,201875479.190212174002_+20dB.wav,843.75,820.312,flatws
71,3244.492917,3245.354383,736.842,945.591,201875479.190212174002_+20dB.wav,843.75,820.312,flatws.seg
72,3270.889783,3271.410598,842.105,1052.632,201875479.190212174002_+20dB.wav,1007.812,1031.25,flatws
73,3283.723828,3284.263915,610.526,1031.579,201875479.190212174002_+20dB.wav,867.188,867.188,dws
74,3293.134404,3293.594372,450.281,1035.647,201875479.190212174002_+20dB.wav,890.625,890.625,dws
75,3293.877073,3294.615903,673.684,923.077,201875479.190212174002_+20dB.wav,796.875,750,flatws
76,3317.801778,3318.16926,842.105,1010.526,201875479.190212175002_+20dB.wav,937.5,914.062,flatws
77,3333.951483,3334.293268,495.31,1215.76,201875479.190212175002_+20dB.wav,726.562,632.812,dws
78,3394.56701,3395.656391,1410.526,2105.263,201875479.190212175002_+20dB.wav,1710.938,1710.938,dws
79,3447.469155,3448.209687,715.789,968.421,201875479.190212175002_+20dB.wav,820.312,820.312,flatws
80,3468.653997,3469.09943,757.895,1326.316,201875479.190212175002_+20dB.wav,914.062,890.625,aws
81,3483.27038,3485.078296,1726.316,1936.842,201875479.190212175002_+20dB.wav,1828.125,1828.125,flatws.seg
82,3490.084915,3491.748647,1705.263,1936.842,201875479.190212175002_+20dB.wav,1828.125,1875,flatws.seg
83,3494.838122,3496.284919,1705.263,1957.895,201875479.190212175002_+20dB.wav,1851.562,1828.125,flatws.seg
84,3499.3384,3500.790136,1789.474,1978.947,201875479.190212175002_+20dB.wav,1898.438,1898.438,flatws.seg
85,3503.877767,3505.551707,1747.368,1936.842,201875479.190212175002_+20dB.wav,1828.125,1828.125,flatws.seg
86,3513.458606,3513.831655,694.737,1263.158,201875479.190212175002_+20dB.wav,984.375,1031.25,nws
87,3515.303814,3515.585545,610.526,1125.704,201875479.190212175002_+20dB.wav,960.938,960.938,modws
88,3515.611759,3516.336794,821.053,989.474,201875479.190212175002_+20dB.wav,890.625,890.625,flatws
89,3547.788234,3548.38432,715.789,989.474,201875479.190212175002_+20dB.wav,796.875,796.875,flatws
90,3610.134113,3610.485314,1553.471,1958.724,201875479.190212180002_+20dB.wav,1781.25,1781.25,dws
91,3627.78627,3628.409201,433.7,1395.872,201875479.190212180002_+20dB.wav,726.562,656.25,dws
92,3680.732796,3681.190346,778.947,968.421,201875479.190212180002_+20dB.wav,890.625,867.188,flatws
93,4109.070732,4109.655074,1747.368,1978.947,201875479.190212181002_+20dB.wav,1921.875,1945.312,flatws
94,4109.79289,4110.153599,1440.901,1846.154,201875479.190212181002_+20dB.wav,1734.375,1734.375,dws
