Selection,Begin_Time,End_Time,Low_Freq,High_Freq,Begin_File,Center_Freq,Peak_Freq,Call_type
1,251.1080348,251.6598519,620.321,1475.936,134529059.180615001502_+20dB.wav,914.062,914.062,modws
2,298.024902,298.2478698,898.396,1089.005,134529059.180615001502_+20dB.wav,984.375,984.375,flatws
3,300.3060125,300.573272,427.807,1176.471,134529059.180615003002_+20dB.wav,914.062,937.5,nws
4,300.6017872,300.8265721,712.042,1283.422,134529059.180615003002_+20dB.wav,914.062,937.5,dws
5,323.3183456,323.6639893,565.445,1069.519,134529059.180615003002_+20dB.wav,914.062,773.438,dws
6,324.6874339,324.9859247,643.5,1090.909,134529059.180615003002_+20dB.wav,960.938,960.938,dws
7,345.7276706,345.9756161,1575.985,2096.257,134529059.180615003002_+20dB.wav,1968.75,1968.75,rws
8,346.4423624,346.9495268,1552.1,2117.647,134529059.180615003002_+20dB.wav,1992.188,1992.188,rws
9,368.9873966,369.5503203,727.273,898.396,134529059.180615003002_+20dB.wav,820.312,820.312,flatws
10,399.9764679,400.379525,732.984,1097.8,134529059.180615003002_+20dB.wav,820.312,820.312,uws
11,434.7105741,435.0421264,534.759,1041,134529059.180615003002_+20dB.wav,726.562,726.562,dws
12,435.1951462,435.6085955,567.8,983.957,134529059.180615003002_+20dB.wav,796.875,773.438,dws
13,445.1920981,445.6590203,727.273,919.786,134529059.180615003002_+20dB.wav,843.75,843.75,flatws
14,504.0513058,504.3000007,624.6,1097.8,134529059.180615003002_+20dB.wav,914.062,937.5,dws
15,504.3343034,504.6773308,776,1135.6,134529059.180615003002_+20dB.wav,914.062,937.5,uws
16,514.0157073,514.2067209,795.812,983.957,134529059.180615003002_+20dB.wav,914.062,914.062,flatws
17,514.1854972,514.6039079,1283.422,1604.278,134529059.180615003002_+20dB.wav,1500,1500,dws
18,519.4043879,520.4688847,791.444,962.567,134529059.180615003002_+20dB.wav,867.188,867.188,flatws.seg
19,522.286931,522.4597529,898.396,1069.519,134529059.180615003002_+20dB.wav,1007.812,984.375,flatws
20,524.3237361,525.0187288,1176.471,1925.134,134529059.180615003002_+20dB.wav,1593.75,1289.062,dws
21,551.43715,551.9707753,1240.642,1390.374,134529059.180615003002_+20dB.wav,1312.5,1335.938,flatws.seg
22,551.9738073,552.3346108,1633.508,2245.989,134529059.180615003002_+20dB.wav,1921.875,1828.125,aws
23,555.0523341,555.2917541,1390.374,2032.086,134529059.180615003002_+20dB.wav,1921.875,1921.875,rws
24,555.9741813,556.7412677,1860.963,2010.695,134529059.180615003002_+20dB.wav,1945.312,1945.312,flatws
25,571.1748871,571.826759,1796.791,1946.524,134529059.180615003002_+20dB.wav,1875,1851.562,flatws
26,684.9628987,685.1601394,502.618,921.466,134529059.180615004502_+20dB.wav,773.438,796.875,dws
27,1110.109396,1110.971538,6737.968,6930.481,134529059.180615010002_+20dB.wav,6867.188,6890.625,flatws
28,1118.900516,1119.670634,6588.235,6802.139,134529059.180615010002_+20dB.wav,6679.688,6679.688,flatws
29,1161.141999,1161.784774,6455.3,8544.503,134529059.180615010002_+20dB.wav,7312.5,7312.5,aws
30,1226.044086,1226.733168,1172.775,2115.183,134529059.180615011502_+20dB.wav,1429.688,1289.062,dws.seq
31,1233.042299,1233.883053,1176.471,2074.866,134529059.180615011502_+20dB.wav,1453.125,1359.375,dws.seq
32,1286.910684,1287.88028,526.1,1518.717,134529059.180615011502_+20dB.wav,937.5,937.5,modws
33,1316.868236,1317.250258,1486.911,5549.738,134529059.180615011502_+20dB.wav,1804.688,1898.438,pulse.d
34,1322.991721,1323.86272,5818.182,6073.298,134529059.180615011502_+20dB.wav,5953.125,5929.688,flatws
35,1326.070579,1327.228237,1130.89,2554.974,134529059.180615011502_+20dB.wav,1546.875,1265.625,dws.seq
36,1327.627525,1328.38147,1518.717,1711.23,134529059.180615011502_+20dB.wav,1640.625,1617.188,flatws
37,1327.944826,1328.086325,670.157,1962.9,134529059.180615011502_+20dB.wav,914.062,867.188,dws
38,1361.38009,1362.401861,1234.4,2534.031,134529059.180615011502_+20dB.wav,1875,1968.75,dws.seq
39,1376.997789,1377.282794,485.7,1005.348,134529059.180615011502_+20dB.wav,796.875,820.312,dws
40,1377.29189,1378.001369,1540.107,1754.011,134529059.180615011502_+20dB.wav,1617.188,1617.188,flatws
41,1409.170064,1410.075935,652.908,6178.01,134529059.180615011502_+20dB.wav,1734.375,1828.125,pulse.d.bc
42,1412.136954,1412.59909,586.8,4042.781,134529059.180615011502_+20dB.wav,1289.062,1289.062,dws
43,1418.196108,1419.97395,7474.672,9658.537,134529059.180615011502_+20dB.wav,8250,8250,modws.seg
44,1418.959621,1419.839569,1947.644,3379.4,134529059.180615011502_+20dB.wav,2718.75,2812.5,modws
45,1431.198364,1431.764359,1197.861,1860.963,134529059.180615011502_+20dB.wav,1687.5,1687.5,dws
46,1431.646734,1432.403247,556.15,4397.906,134529059.180615011502_+20dB.wav,1664.062,703.125,pulse.flat
47,1435.304412,1436.941671,5818.182,6181.818,134529059.180615011502_+20dB.wav,5929.688,5929.688,flatws
48,1474.986506,1475.466749,3764.706,6282.723,134529059.180615011502_+20dB.wav,5109.375,5929.688,aws
49,1485.648556,1486.285268,789.2,10219.895,134529059.180615011502_+20dB.wav,1781.25,1757.812,pulse.a
50,1486.42388,1486.78251,1732.62,1925.134,134529059.180615011502_+20dB.wav,1851.562,1828.125,flatws
51,1500.693214,1501.257159,1411.765,1561.497,134529059.180615013002_+20dB.wav,1500,1476.562,flatws
52,1574.585442,1575.252474,1842.932,3183.246,134529059.180615013002_+20dB.wav,2835.938,2812.5,modws.t
53,1665.835716,1666.693761,728.5,2513.089,134529059.180615013002_+20dB.wav,1687.5,1710.938,pulse.flat.seg.1
54,1748.412462,1749.042163,607.33,1277.487,134529059.180615013002_+20dB.wav,960.938,984.375,modws
55,1754.534342,1755.401348,774.869,3643.979,134529059.180615013002_+20dB.wav,1734.375,1757.812,pulse.flat.seg.1
56,1757.5147,1758.308522,628.272,1089.005,134529059.180615013002_+20dB.wav,914.062,960.938,modws
57,1827.55367,1828.67853,607.33,1696.335,134529059.180615014502_+20dB.wav,843.75,750,modws.seg
58,1851.212201,1851.480408,1578.4,3557.223,134529059.180615014502_+20dB.wav,1968.75,1757.812,dws
59,1856.598928,1856.689887,1011.8,2084.3,134529059.180615014502_+20dB.wav,1312.5,1265.625,dws
60,1856.929412,1857.071914,849.9,2064.1,134529059.180615014502_+20dB.wav,1007.812,984.375,dws
61,1857.287183,1857.466069,809.4,2084.3,134529059.180615014502_+20dB.wav,1007.812,984.375,dws
62,1954.949211,1956.660059,769,1801,134529059.180615014502_+20dB.wav,1125,890.625,modws
63,1957.895268,1959.648392,774.869,1926.702,134529059.180615014502_+20dB.wav,914.062,867.188,modws
64,1969.87253,1970.521165,748.663,1411.684,134529059.180615014502_+20dB.wav,820.312,796.875,uws.seq
65,1969.917805,1970.836489,5796.791,5967.914,134529059.180615014502_+20dB.wav,5906.25,5906.25,flatws
66,1971.141979,1971.729413,544.503,921.466,134529059.180615014502_+20dB.wav,773.438,679.688,modws
67,1972.932154,1974.540094,565.445,1092.7,134529059.180615014502_+20dB.wav,867.188,937.5,modws
68,1975.229322,1977.682813,620.321,1463.415,134529059.180615014502_+20dB.wav,843.75,937.5,modws.seg
69,1977.175539,1977.385643,1396.3,3865.1,134529059.180615014502_+20dB.wav,2132.812,2156.25,dws
70,1977.467112,1978.740601,1561.497,2374.332,134529059.180615014502_+20dB.wav,1992.188,2250,dws.seq
71,1978.012315,1978.480019,5604.278,6224.599,134529059.180615014502_+20dB.wav,5953.125,5859.375,dws
72,1980.399215,1981.972853,586.387,1058.161,134529059.180615014502_+20dB.wav,773.438,750,modws
73,1980.420654,1980.827999,5647.059,5925.134,134529059.180615014502_+20dB.wav,5835.938,5859.375,flatws
74,1984.938789,1985.373086,5561.497,6181.818,134529059.180615014502_+20dB.wav,5929.688,5882.812,dws
75,2154.71826,2155.024495,1368.984,1518.717,134529059.180615020002_+20dB.wav,1476.562,1500,flatws
76,2187.175269,2188.576035,5686.3,6345.55,134529059.180615020002_+20dB.wav,5929.688,5976.562,modws
77,2187.38599,2188.301642,5775.401,6053.476,134529059.180615020002_+20dB.wav,5882.812,5976.562,flatws
78,2195.848768,2196.218249,1720.1,2094.241,134529059.180615020002_+20dB.wav,1851.562,1851.562,modws
79,2201.443923,2201.977548,1612.565,2387.9,134529059.180615020002_+20dB.wav,1875,1851.562,modws.seg
80,2202.05743,2202.349003,1507.853,2711.6,134529059.180615020002_+20dB.wav,2156.25,1617.188,modws
81,2208.289463,2209.171764,1598.7,2124.8,134529059.180615020002_+20dB.wav,1898.438,1875,modws.seg
82,2210.126832,2210.861993,5172.775,11853.403,134529059.180615020002_+20dB.wav,6726.562,6726.562,pulse.flat
83,2213.22011,2213.972416,4885.553,8240.15,134529059.180615020002_+20dB.wav,6750,6750,pulse.flat
84,2216.801778,2217.631396,684.492,3336.898,134529059.180615020002_+20dB.wav,843.75,820.312,pulse.flat.seg.3
85,2233.854182,2234.648556,5005.236,11832.461,134529059.180615020002_+20dB.wav,6632.812,6679.688,pulse.flat
86,2265.756328,2266.206157,4795.497,6101.984,134529059.180615020002_+20dB.wav,5882.812,5906.25,dws.seg
87,2269.67913,2270.067453,5493.433,6574.109,134529059.180615020002_+20dB.wav,6421.875,6421.875,nws.seg
88,2288.441287,2289.074967,1497.5,7349.177,134529059.180615020002_+20dB.wav,1781.25,1781.25,pulse.flat.seg.1
89,2298.804001,2299.149212,2951.872,3122.995,134529059.180615020002_+20dB.wav,3070.312,3093.75,flatws
90,2299.277273,2299.73941,1176.471,2310.16,134529059.180615020002_+20dB.wav,1781.25,1804.688,modws
91,2309.243663,2309.949283,641.711,812.834,134529059.180615020002_+20dB.wav,750,773.438,flatws
92,2314.031442,2314.395278,1463.415,7046.904,134529059.180615020002_+20dB.wav,1710.938,1734.375,pulse.flat
93,2333.272014,2333.94511,2869.11,9214.66,134529059.180615020002_+20dB.wav,3023.438,3046.875,pulse.flat
94,2334.836507,2335.38226,2873.5,6232.7,134529059.180615020002_+20dB.wav,3023.438,3023.438,pulse.flat
95,2343.756095,2344.789994,1740.3,10136.126,134529059.180615020002_+20dB.wav,4921.875,4921.875,pulse.flat
96,2344.43293,2344.9992,622.837,2934.2,134529059.180615020002_+20dB.wav,937.5,914.062,pulse.a
97,2345.050743,2345.699583,546.4,3937.173,134529059.180615020002_+20dB.wav,937.5,937.5,pulse.flat
98,2345.718038,2346.293559,705.844,3278.689,134529059.180615020002_+20dB.wav,960.938,937.5,pulse.a
99,2352.479126,2352.666556,1823.64,2203.209,134529059.180615020002_+20dB.wav,1921.875,1921.875,aws
100,2363.989965,2364.479941,1818.182,1967.914,134529059.180615020002_+20dB.wav,1921.875,1921.875,flatws
101,2372.130855,2372.332383,1517.7,1989.305,134529059.180615020002_+20dB.wav,1898.438,1898.438,rws
102,2373.402316,2373.591299,1582.888,1946.524,134529059.180615020002_+20dB.wav,1851.562,1851.562,rws
103,2374.935352,2375.839428,5424.084,11849.462,134529059.180615020002_+20dB.wav,6750,6750,pulse.flat
104,2467.34521,2468.135853,6502.674,6759.358,134529059.180615021502_+20dB.wav,6703.125,6656.25,flatws
105,2486.473075,2487.001478,691.099,2869.11,134529059.180615021502_+20dB.wav,937.5,937.5,pulse.flat
106,2504.74073,2505.275457,1368.984,1647.059,134529059.180615021502_+20dB.wav,1523.438,1500,flatws
107,2512.723287,2512.910979,1092.715,1887.417,134529059.180615021502_+20dB.wav,1476.562,1617.188,dws
108,2537.052641,2538.014603,715.232,5701.987,134529059.180615021502_+20dB.wav,1781.25,1710.938,pulse.flat.seg.1
109,2544.202591,2546.2974,5796.791,6032.086,134529059.180615021502_+20dB.wav,5906.25,5906.25,flatws
110,2544.847571,2546.137517,635.762,5483.444,134529059.180615021502_+20dB.wav,1757.812,1781.25,pulse.flat.seg.1
111,2547.119829,2547.517429,5925.134,6203.209,134529059.180615021502_+20dB.wav,6117.188,6164.062,flatws
112,2658.773939,2659.51447,6695.187,6887.701,134529059.180615021502_+20dB.wav,6796.875,6796.875,flatws
113,2685.993691,2686.602802,628.272,1549.738,134529059.180615021502_+20dB.wav,843.75,820.312,modws
114,2691.696016,2691.988187,1411.765,1540.107,134529059.180615021502_+20dB.wav,1500,1500,flatws
115,2698.291282,2699.002414,1711.23,2053.476,134529059.180615021502_+20dB.wav,1828.125,1828.125,flatws
116,2711.573033,2712.179425,663.102,962.567,134529059.180615023002_+20dB.wav,796.875,796.875,flatws
117,2720.129378,2721.015582,705.882,1958.724,134529059.180615023002_+20dB.wav,890.625,796.875,modws.seg
118,2745.852432,2746.834894,1382.199,2136.126,134529059.180615023002_+20dB.wav,1757.812,1453.125,modws
119,2812.824427,2813.193775,1390.728,2046.358,134529059.180615023002_+20dB.wav,1828.125,1875,dws
120,2819.263209,2819.69871,705.882,919.786,134529059.180615023002_+20dB.wav,843.75,867.188,flatws
121,2863.256124,2863.506679,1390.374,2224.599,134529059.180615023002_+20dB.wav,1875,1945.312,dws
122,2890.36636,2890.71157,1475.936,1882.353,134529059.180615023002_+20dB.wav,1640.625,1757.812,dws
123,2907.718815,2908.576273,1711.23,2181.818,134529059.180615023002_+20dB.wav,1968.75,2015.625,modws
124,2914.277001,2914.933007,3178.808,4331.126,134529059.180615023002_+20dB.wav,3515.625,3492.188,dws
125,2964.323869,2964.489249,1732.62,1860.963,134529059.180615023002_+20dB.wav,1828.125,1828.125,flatws
126,2965.090128,2965.277559,1754.011,1925.134,134529059.180615023002_+20dB.wav,1828.125,1828.125,flatws
127,2982.52121,2983.618236,2395.722,4397.906,134529059.180615023002_+20dB.wav,3398.438,4242.188,modws
